path,dataset,speaker,session,stimulus_index,attempt,label,base_syllable,tone,recorded_at_utc,recording_id,extension,naming_scheme,parse_status
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0028_kuang4_kuang_f2333b91.wav,tone_labeled,p000,session_089b7b192890,0028,,kuang4,kuang,4,,f2333b91,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0029_pin3_pin_cb2b21e5.wav,tone_labeled,p000,session_089b7b192890,0029,,pin3,pin,3,,cb2b21e5,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0030_hou3_hou_33213341.wav,tone_labeled,p000,session_089b7b192890,0030,,hou3,hou,3,,33213341,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0031_jvn2_jvn_61fcf53e.wav,tone_labeled,p000,session_089b7b192890,0031,,jvn2,jvn,2,,61fcf53e,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0032_zheng3_zheng_29f53309.wav,tone_labeled,p000,session_089b7b192890,0032,,zheng3,zheng,3,,29f53309,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0033_run1_run_3bdfe6d1.wav,tone_labeled,p000,session_089b7b192890,0033,,run1,run,1,,3bdfe6d1,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0034_ya3_ya_3f724f86.wav,tone_labeled,p000,session_089b7b192890,0034,,ya3,ya,3,,3f724f86,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0035_ran3_ran_c30887a0.wav,tone_labeled,p000,session_089b7b192890,0035,,ran3,ran,3,,c30887a0,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0036_zhui4_zhui_93f55eb0.wav,tone_labeled,p000,session_089b7b192890,0036,,zhui4,zhui,4,,93f55eb0,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0037_kao2_kao_a7cfd663.wav,tone_labeled,p000,session_089b7b192890,0037,,kao2,kao,2,,a7cfd663,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0038_hao3_hao_c5489376.wav,tone_labeled,p000,session_089b7b192890,0038,,hao3,hao,3,,c5489376,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0039_shi2_shi_9bdc3d57.wav,tone_labeled,p000,session_089b7b192890,0039,,shi2,shi,2,,9bdc3d57,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0040_fou3_fou_9c9b7f93.wav,tone_labeled,p000,session_089b7b192890,0040,,fou3,fou,3,,9c9b7f93,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0041_cao4_cao_3525f9aa.wav,tone_labeled,p000,session_089b7b192890,0041,,cao4,cao,4,,3525f9aa,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0042_fou2_fou_f26318b1.wav,tone_labeled,p000,session_089b7b192890,0042,,fou2,fou,2,,f26318b1,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0043_chen2_chen_ba18fc3a.wav,tone_labeled,p000,session_089b7b192890,0043,,chen2,chen,2,,ba18fc3a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0044_die1_die_8683474a.wav,tone_labeled,p000,session_089b7b192890,0044,,die1,die,1,,8683474a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0045_qiu4_qiu_8ab03e56.wav,tone_labeled,p000,session_089b7b192890,0045,,qiu4,qiu,4,,8ab03e56,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0046_mi4_mi_132d49d8.wav,tone_labeled,p000,session_089b7b192890,0046,,mi4,mi,4,,132d49d8,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0047_lun2_lun_145a6fd9.wav,tone_labeled,p000,session_089b7b192890,0047,,lun2,lun,2,,145a6fd9,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0048_zu2_zu_ac3b9376.wav,tone_labeled,p000,session_089b7b192890,0048,,zu2,zu,2,,ac3b9376,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0049_dui2_dui_c633ff0a.wav,tone_labeled,p000,session_089b7b192890,0049,,dui2,dui,2,,c633ff0a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0050_dei4_dei_3db4f5c4.wav,tone_labeled,p000,session_089b7b192890,0050,,dei4,dei,4,,3db4f5c4,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0051_jie2_jie_026fabc4.wav,tone_labeled,p000,session_089b7b192890,0051,,jie2,jie,2,,026fabc4,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0052_mou3_mou_90b1ec81.wav,tone_labeled,p000,session_089b7b192890,0052,,mou3,mou,3,,90b1ec81,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0053_wo2_wo_09db4a84.wav,tone_labeled,p000,session_089b7b192890,0053,,wo2,wo,2,,09db4a84,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0054_zui2_zui_50d3657d.wav,tone_labeled,p000,session_089b7b192890,0054,,zui2,zui,2,,50d3657d,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0055_ling2_ling_28a7cf10.wav,tone_labeled,p000,session_089b7b192890,0055,,ling2,ling,2,,28a7cf10,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0056_shuan2_shuan_805d6d86.wav,tone_labeled,p000,session_089b7b192890,0056,,shuan2,shuan,2,,805d6d86,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0057_xi3_xi_e6836f77.wav,tone_labeled,p000,session_089b7b192890,0057,,xi3,xi,3,,e6836f77,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0058_kuo2_kuo_c71ff925.wav,tone_labeled,p000,session_089b7b192890,0058,,kuo2,kuo,2,,c71ff925,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0059_chang1_chang_1e67fcf9.wav,tone_labeled,p000,session_089b7b192890,0059,,chang1,chang,1,,1e67fcf9,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0060_xie1_xie_cc8c9e86.wav,tone_labeled,p000,session_089b7b192890,0060,,xie1,xie,1,,cc8c9e86,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0061_nang2_nang_69e99624.wav,tone_labeled,p000,session_089b7b192890,0061,,nang2,nang,2,,69e99624,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0062_zuo2_zuo_bbe3fce0.wav,tone_labeled,p000,session_089b7b192890,0062,,zuo2,zuo,2,,bbe3fce0,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0063_lin4_lin_c0f6bc8a.wav,tone_labeled,p000,session_089b7b192890,0063,,lin4,lin,4,,c0f6bc8a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0064_fei2_fei_a092713c.wav,tone_labeled,p000,session_089b7b192890,0064,,fei2,fei,2,,a092713c,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0065_bo2_bo_4a333331.wav,tone_labeled,p000,session_089b7b192890,0065,,bo2,bo,2,,4a333331,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0066_wen2_wen_15584826.wav,tone_labeled,p000,session_089b7b192890,0066,,wen2,wen,2,,15584826,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0067_tong3_tong_29a22760.wav,tone_labeled,p000,session_089b7b192890,0067,,tong3,tong,3,,29a22760,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0068_sa2_sa_2a12ac8f.wav,tone_labeled,p000,session_089b7b192890,0068,,sa2,sa,2,,2a12ac8f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0069_ruo4_ruo_fd530855.wav,tone_labeled,p000,session_089b7b192890,0069,,ruo4,ruo,4,,fd530855,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0070_tai4_tai_92527c16.wav,tone_labeled,p000,session_089b7b192890,0070,,tai4,tai,4,,92527c16,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0071_pin1_pin_1ab9f927.wav,tone_labeled,p000,session_089b7b192890,0071,,pin1,pin,1,,1ab9f927,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0072_ting3_ting_8cfe7552.wav,tone_labeled,p000,session_089b7b192890,0072,,ting3,ting,3,,8cfe7552,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0073_nie4_nie_dc7fa2a3.wav,tone_labeled,p000,session_089b7b192890,0073,,nie4,nie,4,,dc7fa2a3,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0074_hu2_hu_4e329f3c.wav,tone_labeled,p000,session_089b7b192890,0074,,hu2,hu,2,,4e329f3c,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0075_tao4_tao_5abe5a6f.wav,tone_labeled,p000,session_089b7b192890,0075,,tao4,tao,4,,5abe5a6f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0076_pou3_pou_d6dd9482.wav,tone_labeled,p000,session_089b7b192890,0076,,pou3,pou,3,,d6dd9482,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0077_hui4_hui_2c88290a.wav,tone_labeled,p000,session_089b7b192890,0077,,hui4,hui,4,,2c88290a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0078_man3_man_6907031e.wav,tone_labeled,p000,session_089b7b192890,0078,,man3,man,3,,6907031e,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0079_lv4_lv_487b25fb.wav,tone_labeled,p000,session_089b7b192890,0079,,lv4,lv,4,,487b25fb,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0080_cen4_cen_ccee04ac.wav,tone_labeled,p000,session_089b7b192890,0080,,cen4,cen,4,,ccee04ac,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0081_pi1_pi_48a9d8c7.wav,tone_labeled,p000,session_089b7b192890,0081,,pi1,pi,1,,48a9d8c7,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0082_guan1_guan_481da82e.wav,tone_labeled,p000,session_089b7b192890,0082,,guan1,guan,1,,481da82e,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0083_qin1_qin_21ab378f.wav,tone_labeled,p000,session_089b7b192890,0083,,qin1,qin,1,,21ab378f,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0084_tuan3_tuan_84279958.wav,tone_labeled,p000,session_089b7b192890,0084,,tuan3,tuan,3,,84279958,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0085_chui4_chui_a73984e3.wav,tone_labeled,p000,session_089b7b192890,0085,,chui4,chui,4,,a73984e3,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0086_rang1_rang_d17354cf.wav,tone_labeled,p000,session_089b7b192890,0086,,rang1,rang,1,,d17354cf,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0087_cuo4_cuo_5f3b8dc2.wav,tone_labeled,p000,session_089b7b192890,0087,,cuo4,cuo,4,,5f3b8dc2,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0088_chai2_chai_f68c6230.wav,tone_labeled,p000,session_089b7b192890,0088,,chai2,chai,2,,f68c6230,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0089_jun4_jun_20d31d61.wav,tone_labeled,p000,session_089b7b192890,0089,,jun4,jun,4,,20d31d61,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0090_rou3_rou_97d3cf3a.wav,tone_labeled,p000,session_089b7b192890,0090,,rou3,rou,3,,97d3cf3a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0091_biang2_biang_00c8ab65.wav,tone_labeled,p000,session_089b7b192890,0091,,biang2,biang,2,,00c8ab65,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0092_qiao1_qiao_f7de5f6b.wav,tone_labeled,p000,session_089b7b192890,0092,,qiao1,qiao,1,,f7de5f6b,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0093_ai4_ai_cb545b92.wav,tone_labeled,p000,session_089b7b192890,0093,,ai4,ai,4,,cb545b92,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0094_cou1_cou_08ad652a.wav,tone_labeled,p000,session_089b7b192890,0094,,cou1,cou,1,,08ad652a,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0095_ku4_ku_b4009937.wav,tone_labeled,p000,session_089b7b192890,0095,,ku4,ku,4,,b4009937,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0096_ying2_ying_615feda1.wav,tone_labeled,p000,session_089b7b192890,0096,,ying2,ying,2,,615feda1,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0097_song1_song_1c340020.wav,tone_labeled,p000,session_089b7b192890,0097,,song1,song,1,,1c340020,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p000/session_089b7b192890/0098_na3_na_3e122772.wav,tone_labeled,p000,session_089b7b192890,0098,,na3,na,3,,3e122772,.wav,legacy_session,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/003c786c-e23f-4691-ace9-60a75af2033d_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,003c786c-e23f-4691-ace9-60a75af2033d,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/0262a66d-2291-471d-b0e4-b50b53adf392_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,0262a66d-2291-471d-b0e4-b50b53adf392,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/06d8b3be-0669-4a3e-b86e-d2775f0dea71_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,06d8b3be-0669-4a3e-b86e-d2775f0dea71,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/07fd2236-7e75-4abf-8dcc-b8327ae68b25_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,07fd2236-7e75-4abf-8dcc-b8327ae68b25,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/0d4beeaa-1c9a-415b-8c80-c76083cc2a8e_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,0d4beeaa-1c9a-415b-8c80-c76083cc2a8e,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/134ceac7-7c70-4f80-a80f-68cc6ed50a87_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,134ceac7-7c70-4f80-a80f-68cc6ed50a87,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/19e54434-a70f-4696-8a52-7d517347f63c_gun3.wav,tone_labeled,p001,,,,gun3,gun,3,,19e54434-a70f-4696-8a52-7d517347f63c,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/1aef40f2-4798-41e9-91b7-6ca0f60910eb_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,1aef40f2-4798-41e9-91b7-6ca0f60910eb,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/1b469e72-fcf7-4fae-ba05-9fd1e6e8ed3c_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,1b469e72-fcf7-4fae-ba05-9fd1e6e8ed3c,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/20f9e8bd-0732-49e3-a25a-677ddd377cb3_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,20f9e8bd-0732-49e3-a25a-677ddd377cb3,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/2f28fce4-9fee-4a26-8e72-3d57fad3361e_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,2f28fce4-9fee-4a26-8e72-3d57fad3361e,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/3674325f-f057-4225-9e13-671458093fef_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,3674325f-f057-4225-9e13-671458093fef,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/38706ef0-dec7-49f0-acab-65653aa9734c_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,38706ef0-dec7-49f0-acab-65653aa9734c,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/3a3da375-8917-41bd-a4e5-89fd7341037b_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,3a3da375-8917-41bd-a4e5-89fd7341037b,.wav,uuid_label,ok
raw/mandarin-tone-recordings/audio_fixed_abe/p001/3cfd6b40-2994-4bc8-9877-81b644b3fff3_pang4.wav,tone_labeled,p001,,,,pang4,pang,4,,3cfd6b40-2994-4bc8-9877-81b644b3fff3,.wav,uuid_label,ok
